Attrition;Age;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
FALSE;47;Travel_Rarely;Sales;4;2;Life Sciences;4;Female;3;2;Sales Executive;4;Single;4163;1;1;17;3;3;80;0;9;0;3;9;0;0;7
TRUE;30;Travel_Rarely;Research & Development;22;3;Life Sciences;1;Female;3;1;Research Scientist;3;Married;2132;4;1;11;3;2;80;0;7;2;3;5;2;0;1
FALSE;50;Travel_Rarely;Research & Development;24;3;Life Sciences;4;Male;3;4;Manufacturing Director;3;Married;13973;3;1;18;3;4;80;1;22;2;3;12;11;1;5
FALSE;38;Travel_Frequently;Research & Development;10;1;Medical;3;Male;3;1;Research Scientist;3;Married;2684;0;0;17;3;2;80;1;3;0;2;2;1;0;2
FALSE;46;Travel_Rarely;Research & Development;7;2;Medical;4;Male;3;3;Manufacturing Director;3;Divorced;10845;6;0;13;3;2;80;1;13;3;3;8;7;0;7
FALSE;24;Travel_Rarely;Research & Development;17;1;Medical;4;Female;2;2;Manufacturing Director;3;Divorced;4377;1;0;15;3;2;80;1;5;6;3;4;2;3;2
TRUE;35;Travel_Rarely;Research & Development;14;4;Other;3;Male;2;1;Laboratory Technician;2;Divorced;3743;1;1;24;4;4;80;1;5;2;1;4;2;0;2
FALSE;31;Travel_Frequently;Research & Development;1;1;Life Sciences;3;Female;3;2;Manufacturing Director;1;Married;4148;1;0;12;3;3;80;1;4;1;3;4;3;0;3
FALSE;18;Non-Travel;Research & Development;5;2;Life Sciences;2;Male;3;1;Research Scientist;4;Single;1051;1;0;15;3;4;80;0;0;2;3;0;0;0;0
FALSE;54;Travel_Rarely;Research & Development;17;3;Technical Degree;3;Female;3;3;Manufacturing Director;3;Married;10739;8;0;11;3;3;80;1;22;2;3;10;7;0;8
FALSE;35;Travel_Rarely;Research & Development;25;4;Medical;3;Female;3;3;Healthcare Representative;3;Divorced;10388;1;1;11;3;3;80;1;16;3;2;16;10;10;1
FALSE;30;Travel_Rarely;Research & Development;8;2;Life Sciences;2;Female;4;3;Research Director;1;Married;11416;0;1;12;3;3;80;1;9;4;2;8;7;1;7
TRUE;20;Travel_Rarely;Research & Development;11;3;Medical;4;Female;2;1;Research Scientist;1;Single;2600;1;1;15;3;1;80;0;1;2;3;1;0;0;0
TRUE;30;Travel_Frequently;Research & Development;5;3;Medical;2;Female;3;1;Laboratory Technician;2;Single;2422;0;0;17;3;1;80;0;4;3;3;3;2;1;2
FALSE;26;Travel_Rarely;Research & Development;2;2;Medical;4;Male;4;2;Manufacturing Director;4;Married;5472;1;0;12;3;2;80;0;8;2;3;8;7;1;3
FALSE;22;Travel_Rarely;Research & Development;8;1;Life Sciences;2;Male;1;1;Laboratory Technician;1;Married;2451;1;0;15;3;1;80;1;4;3;2;4;3;1;1
FALSE;48;Travel_Rarely;Research & Development;6;3;Life Sciences;1;Male;2;2;Healthcare Representative;3;Single;4240;2;0;13;3;4;80;0;19;0;3;2;2;2;2
FALSE;48;Travel_Rarely;Research & Development;4;4;Life Sciences;3;Male;2;3;Healthcare Representative;3;Single;10999;7;0;14;3;2;80;0;27;3;3;15;11;4;8
FALSE;41;Travel_Rarely;Research & Development;7;2;Medical;4;Female;3;2;Manufacturing Director;3;Single;5003;6;0;14;3;2;80;0;8;6;3;2;2;2;1
FALSE;39;Travel_Rarely;Research & Development;1;1;Life Sciences;4;Female;2;4;Manufacturing Director;4;Married;12742;1;0;16;3;3;80;1;21;3;3;21;6;11;8
FALSE;27;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Female;3;2;Manufacturing Director;4;Married;4227;0;0;18;3;2;80;1;4;2;3;3;2;2;2
FALSE;35;Travel_Rarely;Research & Development;10;3;Other;2;Male;3;1;Laboratory Technician;4;Divorced;3917;1;0;20;4;1;80;1;3;4;2;3;2;1;2
FALSE;42;Travel_Rarely;Sales;5;2;Marketing;4;Male;3;5;Manager;3;Married;18303;6;0;13;3;2;80;0;21;3;4;1;0;0;0
FALSE;50;Travel_Rarely;Research & Development;9;3;Life Sciences;1;Male;3;1;Laboratory Technician;4;Married;2380;4;0;18;3;2;80;0;8;5;3;1;0;0;0
FALSE;59;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;2;4;Manufacturing Director;4;Single;13726;3;1;13;3;1;80;0;30;4;3;5;3;4;3
TRUE;37;Travel_Rarely;Research & Development;11;2;Medical;1;Female;1;2;Healthcare Representative;2;Married;4777;5;0;15;3;1;80;0;15;2;1;1;0;0;0
FALSE;55;Travel_Frequently;Research & Development;18;4;Medical;3;Male;3;2;Healthcare Representative;2;Married;6385;3;1;14;3;4;80;1;17;3;3;8;7;6;7
FALSE;41;Non-Travel;Research & Development;7;1;Life Sciences;2;Female;1;5;Research Director;3;Divorced;19973;1;0;22;4;2;80;1;21;3;3;21;16;5;10
FALSE;38;Travel_Rarely;Sales;3;4;Life Sciences;2;Male;3;2;Sales Executive;4;Single;6861;8;1;12;3;3;80;0;19;1;3;1;0;0;0
TRUE;26;Non-Travel;Sales;29;2;Medical;2;Male;1;2;Sales Executive;1;Single;4969;8;0;18;3;4;80;0;7;6;3;2;2;2;2
TRUE;52;Travel_Rarely;Sales;2;1;Marketing;1;Female;1;5;Manager;4;Married;19845;1;0;15;3;4;80;1;33;3;3;32;14;6;9
FALSE;44;Travel_Rarely;Sales;28;3;Medical;4;Female;4;4;Sales Executive;4;Married;13320;3;1;18;3;3;80;1;23;2;3;12;11;11;11
FALSE;50;Non-Travel;Sales;1;3;Life Sciences;4;Female;3;2;Sales Executive;3;Married;6347;0;0;12;3;1;80;1;19;3;3;18;7;0;13
TRUE;36;Travel_Rarely;Research & Development;16;4;Life Sciences;3;Female;4;1;Laboratory Technician;1;Single;2743;1;0;16;3;3;80;0;18;1;3;17;13;15;14
FALSE;39;Travel_Frequently;Research & Development;22;3;Medical;4;Female;3;3;Manufacturing Director;1;Single;10880;1;1;13;3;3;80;0;21;2;3;21;6;2;8
FALSE;33;Non-Travel;Sales;8;1;Life Sciences;2;Female;2;1;Sales Representative;4;Single;2342;0;0;19;3;4;80;0;3;2;2;2;2;2;2
FALSE;45;Travel_Rarely;Sales;11;2;Life Sciences;4;Female;3;4;Manager;4;Married;17650;3;0;13;3;2;80;1;26;4;4;9;3;1;1
FALSE;32;Non-Travel;Research & Development;29;4;Medical;4;Female;3;1;Laboratory Technician;3;Single;4025;9;0;12;3;2;80;0;10;2;3;8;7;7;7
FALSE;34;Travel_Rarely;Sales;1;4;Marketing;2;Male;4;2;Sales Executive;4;Divorced;9725;0;0;11;3;4;80;1;16;2;2;15;1;0;9
FALSE;59;Travel_Rarely;Sales;1;2;Technical Degree;2;Male;3;3;Manager;4;Married;11904;3;1;14;3;3;80;1;14;1;1;6;4;0;4
FALSE;45;Travel_Rarely;Human Resources;24;4;Medical;2;Male;3;1;Human Resources;2;Single;2177;1;0;16;3;1;80;0;6;3;3;6;3;0;4
FALSE;53;Travel_Frequently;Sales;2;3;Marketing;3;Female;2;3;Sales Executive;2;Married;7525;2;0;12;3;1;80;1;30;2;3;15;7;6;12
TRUE;36;Travel_Rarely;Research & Development;15;3;Other;1;Male;3;2;Laboratory Technician;3;Divorced;4834;7;0;14;3;2;80;1;9;3;2;1;0;0;0
TRUE;26;Travel_Frequently;Research & Development;2;3;Life Sciences;1;Male;3;1;Research Scientist;1;Married;2042;6;1;14;3;2;80;1;6;2;3;3;2;1;2
FALSE;34;Travel_Rarely;Sales;10;4;Life Sciences;3;Female;3;1;Sales Representative;3;Married;2220;1;1;19;3;4;80;1;1;2;3;1;1;0;0
FALSE;28;Travel_Rarely;Sales;10;1;Medical;4;Male;3;1;Sales Representative;2;Married;1052;1;0;22;4;2;80;0;1;5;3;1;0;0;0
FALSE;38;Travel_Frequently;Research & Development;3;4;Other;3;Male;3;1;Research Scientist;3;Married;2821;3;0;16;3;1;80;1;8;2;3;2;2;2;2
FALSE;50;Travel_Rarely;Research & Development;2;4;Medical;2;Male;3;5;Research Director;3;Married;19237;2;1;11;3;4;80;1;29;2;2;8;1;7;7
FALSE;37;Travel_Rarely;Research & Development;3;3;Other;4;Female;3;2;Healthcare Representative;2;Single;4107;3;0;15;3;1;80;0;8;3;2;4;3;0;1
FALSE;40;Travel_Rarely;Sales;26;3;Marketing;3;Male;3;2;Sales Executive;1;Married;8396;1;0;14;3;2;80;1;8;3;2;7;7;7;5
FALSE;26;Travel_Frequently;Research & Development;1;1;Medical;1;Female;2;1;Research Scientist;3;Divorced;2007;1;0;13;3;3;80;1;5;5;3;5;3;1;3
FALSE;46;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;5;Research Director;4;Divorced;19627;9;0;17;3;4;80;1;23;0;3;2;2;2;2
FALSE;54;Travel_Rarely;Sales;2;4;Life Sciences;3;Female;2;3;Sales Executive;3;Married;10686;6;0;11;3;2;80;1;13;4;3;9;4;7;0
FALSE;56;Travel_Frequently;Research & Development;9;3;Medical;1;Female;3;1;Research Scientist;3;Married;2942;2;0;19;3;2;80;1;18;4;3;5;4;0;3
FALSE;36;Travel_Rarely;Research & Development;12;5;Medical;4;Female;2;3;Manufacturing Director;4;Single;8858;0;0;11;3;2;80;0;15;2;2;14;8;7;8
FALSE;55;Non-Travel;Research & Development;2;1;Medical;3;Male;2;4;Manager;1;Single;16756;7;0;15;3;2;80;0;31;3;4;9;7;6;2
FALSE;43;Travel_Rarely;Sales;25;3;Medical;3;Male;2;3;Sales Executive;4;Divorced;10798;5;0;13;3;3;80;1;18;5;3;1;0;0;0
TRUE;20;Travel_Frequently;Sales;9;3;Marketing;4;Female;3;1;Sales Representative;4;Single;2323;1;1;14;3;2;80;0;2;3;3;2;2;0;2
TRUE;21;Travel_Rarely;Research & Development;10;3;Life Sciences;3;Female;2;1;Laboratory Technician;1;Single;1416;1;0;13;3;1;80;0;1;6;2;1;0;1;0
FALSE;46;Travel_Rarely;Research & Development;8;4;Life Sciences;4;Female;2;2;Research Scientist;1;Divorced;4615;8;1;23;4;1;80;1;19;2;3;16;13;1;7
TRUE;51;Travel_Rarely;Research & Development;4;4;Life Sciences;1;Male;3;1;Research Scientist;3;Married;2461;9;1;12;3;3;80;1;18;2;4;10;0;2;7
TRUE;28;Non-Travel;Research & Development;24;2;Technical Degree;2;Male;2;3;Healthcare Representative;1;Single;8722;1;0;12;3;1;80;0;10;2;2;10;7;1;9
FALSE;26;Travel_Rarely;Research & Development;1;2;Medical;1;Male;2;1;Laboratory Technician;1;Married;3955;1;0;16;3;1;80;1;6;2;3;5;3;1;3
FALSE;30;Travel_Rarely;Research & Development;20;3;Other;3;Male;3;2;Manufacturing Director;1;Married;9957;0;0;15;3;3;80;1;7;1;2;6;2;0;2
FALSE;41;Travel_Rarely;Research & Development;7;2;Technical Degree;2;Female;4;1;Research Scientist;3;Married;3376;1;0;13;3;3;80;0;10;3;3;10;6;0;8
FALSE;38;Travel_Rarely;Research & Development;17;1;Life Sciences;3;Female;2;3;Healthcare Representative;3;Married;8823;0;0;18;3;1;80;1;20;4;2;19;9;1;9
FALSE;40;Travel_Rarely;Research & Development;20;4;Technical Degree;1;Male;3;3;Healthcare Representative;4;Married;10322;4;0;20;4;4;80;1;14;6;3;11;10;11;1
FALSE;27;Non-Travel;Research & Development;8;5;Life Sciences;1;Male;1;1;Laboratory Technician;3;Married;4621;1;0;19;3;4;80;1;3;4;3;3;2;1;2
FALSE;55;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;3;3;Manufacturing Director;2;Married;10976;3;0;18;3;2;80;1;23;4;3;3;2;1;2
FALSE;28;Travel_Rarely;Research & Development;10;3;Other;3;Female;3;2;Research Scientist;3;Single;3660;3;0;13;3;4;80;0;10;4;4;8;7;1;7
TRUE;44;Travel_Rarely;Human Resources;1;2;Medical;2;Male;2;3;Human Resources;1;Married;10482;9;0;14;3;4;80;1;24;1;3;20;6;3;6
FALSE;33;Travel_Rarely;Research & Development;5;3;Life Sciences;4;Male;2;3;Healthcare Representative;4;Divorced;7119;4;0;15;3;3;80;1;9;2;3;3;2;1;2
TRUE;35;Travel_Rarely;Sales;4;3;Technical Degree;4;Male;3;3;Sales Executive;1;Single;9582;0;1;22;4;1;80;0;9;2;3;8;7;4;7
TRUE;33;Travel_Frequently;Research & Development;29;4;Medical;1;Female;2;2;Research Scientist;3;Single;4508;1;0;22;4;2;80;0;14;4;3;13;7;3;8
FALSE;28;Travel_Rarely;Research & Development;15;2;Life Sciences;1;Male;3;1;Laboratory Technician;3;Divorced;2207;1;0;16;3;4;80;1;4;5;2;4;2;2;2
FALSE;34;Travel_Frequently;Research & Development;3;1;Life Sciences;1;Male;3;2;Healthcare Representative;4;Single;7756;0;0;17;3;3;80;0;7;1;2;6;2;0;4
FALSE;37;Travel_Rarely;Sales;10;4;Life Sciences;4;Female;2;2;Sales Executive;4;Divorced;6694;2;1;14;3;3;80;1;8;5;3;1;0;0;0
TRUE;25;Travel_Rarely;Research & Development;4;1;Technical Degree;4;Male;3;1;Laboratory Technician;4;Married;3691;1;1;15;3;2;80;1;7;3;4;7;7;5;6
TRUE;26;Travel_Rarely;Research & Development;21;3;Medical;1;Male;3;1;Laboratory Technician;3;Divorced;2377;1;0;20;4;3;80;1;1;0;2;1;1;0;0
TRUE;33;Travel_Rarely;Research & Development;25;3;Medical;1;Male;2;1;Research Scientist;2;Single;2313;4;1;20;4;2;80;0;5;0;3;2;2;2;2
FALSE;42;Travel_Rarely;Research & Development;2;2;Medical;4;Male;3;4;Manager;1;Married;17665;0;0;17;3;4;80;1;23;3;3;22;6;13;7
TRUE;28;Travel_Frequently;Research & Development;1;3;Medical;1;Male;2;1;Laboratory Technician;2;Divorced;2596;1;0;15;3;1;80;1;1;2;3;1;0;0;0
TRUE;50;Travel_Frequently;Sales;1;4;Other;4;Male;3;2;Sales Executive;3;Single;4728;3;1;14;3;4;80;0;5;4;3;0;0;0;0
FALSE;33;Travel_Frequently;Sales;7;3;Life Sciences;4;Female;3;2;Sales Executive;2;Married;4302;0;0;17;3;3;80;1;4;3;3;3;2;0;2
FALSE;34;Non-Travel;Research & Development;3;4;Life Sciences;3;Male;2;1;Research Scientist;4;Married;2979;3;0;17;3;4;80;1;6;2;3;0;0;0;0
FALSE;48;Non-Travel;Research & Development;1;4;Medical;1;Male;4;4;Manager;4;Single;16885;2;0;22;4;3;80;0;27;3;2;5;4;2;1
FALSE;45;Non-Travel;Sales;9;4;Life Sciences;2;Female;2;2;Sales Executive;3;Married;5593;1;0;13;3;4;80;1;15;2;3;15;10;4;12
FALSE;52;Travel_Rarely;Research & Development;7;4;Life Sciences;2;Male;3;3;Healthcare Representative;2;Single;10445;7;0;19;3;4;80;0;18;4;3;8;6;4;0
FALSE;38;Travel_Rarely;Sales;10;4;Marketing;3;Male;2;3;Sales Executive;3;Divorced;8740;0;1;14;3;2;80;1;9;2;3;8;7;2;7
FALSE;29;Travel_Rarely;Research & Development;28;4;Life Sciences;3;Female;3;1;Research Scientist;4;Divorced;2514;4;0;22;4;1;80;1;11;1;3;7;5;1;7
FALSE;28;Travel_Rarely;Research & Development;3;3;Medical;4;Female;3;3;Manufacturing Director;2;Divorced;7655;0;0;17;3;2;80;1;10;3;2;9;7;1;7
FALSE;46;Travel_Rarely;Sales;3;1;Marketing;1;Male;3;4;Manager;3;Married;17465;3;0;12;3;4;80;1;23;3;3;12;9;4;9
FALSE;38;Travel_Rarely;Sales;2;2;Marketing;4;Male;3;3;Sales Executive;2;Single;7351;7;0;16;3;3;80;0;10;2;3;1;0;0;0
FALSE;43;Travel_Frequently;Research & Development;27;3;Life Sciences;3;Female;3;3;Manufacturing Director;1;Married;10820;8;0;11;3;3;80;1;18;1;3;8;7;0;1
TRUE;39;Travel_Frequently;Research & Development;2;3;Life Sciences;1;Male;3;4;Healthcare Representative;4;Divorced;12169;7;0;11;3;4;80;1;21;4;3;18;7;11;5
FALSE;40;Travel_Rarely;Research & Development;14;3;Medical;3;Male;2;5;Research Director;3;Single;19626;1;0;14;3;1;80;0;21;2;4;20;7;4;9
FALSE;21;Travel_Rarely;Research & Development;1;1;Technical Degree;4;Female;2;1;Research Scientist;2;Single;2070;1;1;11;3;3;80;0;2;6;4;2;2;2;2
FALSE;39;Non-Travel;Research & Development;9;3;Life Sciences;3;Male;3;2;Laboratory Technician;2;Single;6782;9;0;15;3;3;80;0;9;2;2;5;4;0;3
FALSE;36;Non-Travel;Research & Development;18;4;Life Sciences;1;Male;3;2;Manufacturing Director;4;Single;7779;2;0;20;4;1;80;0;18;0;3;11;9;0;9
FALSE;31;Travel_Frequently;Sales;20;3;Life Sciences;3;Male;4;1;Sales Representative;4;Married;2791;0;0;12;3;1;80;1;3;4;3;2;2;2;2
FALSE;28;Travel_Rarely;Research & Development;2;1;Life Sciences;1;Male;2;1;Research Scientist;2;Married;3201;0;0;17;3;1;80;0;6;2;1;5;3;0;4
FALSE;35;Travel_Frequently;Sales;11;2;Marketing;4;Male;3;2;Sales Executive;4;Divorced;4968;1;0;11;3;4;80;1;5;3;3;5;2;0;2
FALSE;49;Travel_Rarely;Sales;8;4;Technical Degree;4;Male;2;4;Sales Executive;2;Married;13120;6;0;17;3;2;80;1;22;3;3;9;8;2;3
FALSE;34;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Male;3;2;Manufacturing Director;3;Single;4033;2;0;11;3;4;80;0;5;3;2;3;2;0;2
FALSE;29;Travel_Frequently;Research & Development;10;3;Life Sciences;4;Female;3;1;Research Scientist;2;Divorced;3291;0;0;14;3;4;80;1;8;2;2;7;5;1;1
FALSE;42;Travel_Rarely;Research & Development;29;3;Medical;2;Male;1;2;Laboratory Technician;4;Single;4272;4;0;19;3;1;80;0;16;3;3;1;0;0;0
FALSE;29;Travel_Rarely;Research & Development;8;1;Medical;2;Male;2;2;Manufacturing Director;4;Married;5056;1;1;15;3;3;80;1;10;2;2;10;7;1;2
FALSE;38;Travel_Rarely;Human Resources;1;3;Human Resources;3;Male;4;1;Human Resources;3;Married;2844;1;0;13;3;4;80;1;7;2;4;7;6;5;0
FALSE;28;Travel_Frequently;Research & Development;6;3;Life Sciences;3;Male;2;1;Research Scientist;3;Divorced;2703;1;1;14;3;4;80;1;3;2;3;3;1;0;2
TRUE;18;Non-Travel;Research & Development;8;1;Medical;3;Male;3;1;Laboratory Technician;3;Single;1904;1;0;12;3;4;80;0;0;0;3;0;0;0;0
TRUE;33;Travel_Rarely;Sales;9;4;Marketing;1;Female;3;2;Sales Executive;1;Single;8224;0;1;17;3;1;80;0;6;3;3;5;2;0;3
FALSE;41;Travel_Rarely;Research & Development;12;4;Life Sciences;2;Male;3;1;Laboratory Technician;4;Married;4766;3;1;11;3;1;80;1;6;4;3;1;0;0;0
TRUE;31;Travel_Frequently;Research & Development;15;3;Medical;3;Male;3;1;Laboratory Technician;3;Married;2610;1;0;12;3;3;80;1;2;5;2;2;2;2;2
FALSE;37;Travel_Rarely;Research & Development;25;2;Medical;3;Female;2;2;Healthcare Representative;4;Divorced;5731;7;0;13;3;3;80;1;9;2;3;6;2;1;3
FALSE;27;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;2;1;Research Scientist;3;Married;2539;1;0;13;3;3;80;1;4;0;3;4;2;2;2
FALSE;34;Travel_Rarely;Sales;9;1;Life Sciences;2;Female;3;2;Sales Executive;3;Married;5714;1;0;20;4;1;80;0;6;3;2;6;5;1;3
FALSE;35;Travel_Rarely;Human Resources;8;4;Technical Degree;3;Male;3;1;Human Resources;3;Single;4323;1;0;17;3;2;80;0;6;2;1;5;4;1;4
TRUE;29;Travel_Rarely;Sales;23;1;Life Sciences;4;Female;2;3;Sales Executive;1;Married;7336;1;0;13;3;1;80;1;11;3;1;11;8;3;10
FALSE;40;Travel_Frequently;Research & Development;9;4;Medical;2;Female;3;3;Research Director;3;Single;13499;9;0;17;3;3;80;0;20;3;2;18;7;2;13
TRUE;42;Travel_Frequently;Sales;12;3;Life Sciences;3;Male;3;4;Sales Executive;1;Single;13758;0;1;12;3;2;80;0;22;2;2;21;9;13;14
FALSE;42;Travel_Rarely;Sales;4;4;Marketing;2;Male;3;2;Sales Executive;1;Single;5155;7;0;13;3;4;80;0;9;3;4;6;4;1;5
FALSE;35;Travel_Rarely;Research & Development;1;4;Medical;4;Male;2;1;Laboratory Technician;3;Married;2258;6;0;12;3;2;80;1;10;2;3;8;0;1;7
FALSE;24;Travel_Rarely;Research & Development;24;3;Medical;4;Male;3;1;Laboratory Technician;2;Single;3597;8;0;22;4;4;80;0;6;2;3;4;3;1;2
TRUE;28;Travel_Rarely;Research & Development;12;1;Life Sciences;3;Female;3;1;Laboratory Technician;4;Married;2515;1;1;11;3;4;80;0;1;4;2;1;1;0;0
FALSE;26;Travel_Rarely;Research & Development;3;4;Medical;1;Male;4;1;Laboratory Technician;4;Married;4420;1;0;22;4;2;80;1;8;2;3;8;7;0;7
FALSE;30;Travel_Rarely;Sales;10;3;Marketing;3;Male;2;2;Sales Executive;3;Married;6578;1;0;18;3;1;80;1;10;3;3;10;3;1;4
FALSE;40;Travel_Frequently;Research & Development;26;2;Medical;3;Female;2;2;Research Scientist;4;Married;4422;3;1;13;3;4;80;1;16;3;1;1;1;0;0
FALSE;35;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;2;3;Manufacturing Director;2;Divorced;10274;2;0;18;3;2;80;1;15;2;4;7;7;6;4
FALSE;34;Travel_Frequently;Research & Development;1;3;Medical;4;Male;2;2;Healthcare Representative;1;Single;5343;0;0;20;4;3;80;0;14;3;3;13;9;4;9
FALSE;35;Travel_Frequently;Research & Development;4;4;Other;4;Male;2;1;Laboratory Technician;4;Married;2376;1;0;13;3;2;80;1;2;2;4;2;2;2;2
TRUE;43;Travel_Rarely;Sales;9;3;Marketing;1;Female;1;2;Sales Executive;3;Single;5346;8;0;13;3;2;80;0;7;2;2;4;3;1;3
FALSE;32;Non-Travel;Sales;2;1;Life Sciences;3;Female;3;1;Sales Representative;1;Divorced;2827;1;0;12;3;3;80;1;1;3;3;1;0;0;0
FALSE;56;Travel_Rarely;Research & Development;4;4;Technical Degree;4;Female;3;5;Manager;1;Divorced;19943;4;0;13;3;4;80;1;28;2;3;5;2;4;2
FALSE;29;Travel_Rarely;Research & Development;6;1;Medical;2;Female;3;1;Laboratory Technician;4;Married;3131;1;0;13;3;1;80;1;10;5;3;10;8;0;8
FALSE;19;Travel_Rarely;Research & Development;9;2;Life Sciences;3;Male;3;1;Research Scientist;1;Single;2552;1;0;25;4;3;80;0;1;4;3;1;1;0;0
FALSE;45;Travel_Rarely;Research & Development;7;3;Medical;1;Female;3;1;Research Scientist;3;Married;4477;4;1;19;3;3;80;1;7;2;2;3;2;0;2
FALSE;37;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;2;Manufacturing Director;4;Married;6474;1;0;13;3;2;80;1;14;2;2;14;8;3;11
FALSE;20;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Male;2;1;Laboratory Technician;3;Single;3033;1;0;12;3;1;80;0;2;2;2;2;2;1;2
TRUE;44;Travel_Rarely;Research & Development;10;4;Life Sciences;3;Male;3;1;Research Scientist;3;Single;2936;1;1;11;3;3;80;0;6;4;3;6;4;0;2
FALSE;53;Travel_Rarely;Research & Development;7;2;Medical;4;Female;3;5;Manager;3;Divorced;18606;3;0;18;3;2;80;1;26;6;3;7;7;4;7
FALSE;29;Travel_Rarely;Research & Development;15;1;Life Sciences;2;Female;1;1;Research Scientist;4;Married;2168;0;1;18;3;1;80;1;6;2;2;5;4;1;3
TRUE;22;Travel_Frequently;Research & Development;3;4;Life Sciences;3;Male;2;1;Research Scientist;4;Married;2853;0;1;11;3;2;80;1;1;5;3;0;0;0;0
FALSE;46;Travel_Rarely;Sales;2;3;Marketing;3;Female;3;4;Manager;1;Married;17048;8;0;23;4;1;80;0;28;2;3;26;15;15;9
FALSE;44;Non-Travel;Research & Development;17;3;Life Sciences;4;Male;1;1;Research Scientist;3;Single;2290;2;0;13;3;4;80;0;6;3;3;0;0;0;0
FALSE;33;Travel_Rarely;Human Resources;2;3;Human Resources;2;Male;3;1;Human Resources;3;Married;3600;1;0;13;3;4;80;1;5;2;3;5;4;1;4
TRUE;41;Non-Travel;Research & Development;5;2;Life Sciences;1;Male;2;1;Research Scientist;1;Divorced;2107;6;0;17;3;1;80;1;5;2;1;1;0;0;0
FALSE;30;Travel_Rarely;Sales;29;4;Life Sciences;3;Male;3;2;Sales Executive;1;Divorced;4115;8;0;19;3;3;80;1;8;3;3;4;3;0;3
FALSE;40;Travel_Frequently;Sales;2;4;Medical;2;Male;3;2;Sales Executive;2;Married;4327;5;0;12;3;4;80;1;5;2;3;0;0;0;0
FALSE;50;Travel_Frequently;Research & Development;2;3;Medical;4;Female;3;4;Manager;1;Married;17856;2;0;22;4;3;80;1;32;3;3;2;2;2;2
FALSE;28;Travel_Rarely;Research & Development;19;4;Medical;4;Male;2;1;Laboratory Technician;1;Married;3196;1;0;12;3;3;80;1;6;2;3;6;5;3;3
FALSE;46;Travel_Rarely;Research & Development;15;2;Life Sciences;4;Male;3;5;Research Director;2;Married;19081;5;0;11;3;1;80;1;25;2;3;4;2;0;3
FALSE;35;Travel_Rarely;Sales;17;4;Life Sciences;3;Male;3;2;Sales Executive;1;Married;8966;3;1;15;3;4;80;1;15;2;3;7;7;1;7
TRUE;24;Travel_Rarely;Research & Development;17;2;Life Sciences;4;Female;3;1;Laboratory Technician;2;Married;2210;1;0;13;3;1;80;1;1;3;1;1;0;0;0
FALSE;33;Travel_Frequently;Sales;25;3;Medical;2;Female;3;2;Sales Executive;3;Married;4539;1;0;12;3;1;80;1;10;3;2;10;7;0;1
FALSE;36;Travel_Rarely;Research & Development;6;4;Life Sciences;3;Male;1;1;Laboratory Technician;3;Divorced;2741;1;0;14;3;3;80;1;7;4;3;7;7;1;7
FALSE;30;Travel_Rarely;Research & Development;7;4;Life Sciences;3;Male;3;2;Laboratory Technician;3;Divorced;3491;1;0;13;3;1;80;1;10;4;2;10;7;8;9
FALSE;44;Travel_Rarely;Research & Development;29;4;Other;4;Male;3;2;Research Scientist;4;Single;4541;1;0;25;4;2;80;0;20;3;3;20;11;13;17
FALSE;20;Travel_Rarely;Sales;21;3;Marketing;3;Male;4;1;Sales Representative;4;Single;2678;1;0;17;3;4;80;0;2;2;3;2;1;2;2
FALSE;46;Travel_Rarely;Research & Development;2;4;Technical Degree;4;Male;3;2;Manufacturing Director;4;Divorced;7379;2;0;11;3;3;80;1;12;3;2;6;3;1;4
FALSE;42;Non-Travel;Human Resources;2;5;Medical;4;Male;4;2;Human Resources;1;Married;6272;7;0;16;3;1;80;1;10;3;4;4;3;0;3
FALSE;60;Travel_Rarely;Sales;7;4;Marketing;2;Male;4;2;Sales Executive;4;Divorced;5220;0;1;18;3;2;80;1;12;3;3;11;7;1;9
FALSE;32;Travel_Frequently;Research & Development;13;3;Other;3;Female;2;1;Laboratory Technician;2;Married;2743;1;0;20;4;3;80;1;2;2;3;2;2;2;2
FALSE;32;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Female;3;2;Research Scientist;3;Single;4998;4;1;14;3;4;80;0;10;2;3;8;7;0;7
FALSE;36;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Female;1;3;Manufacturing Director;1;Divorced;10252;2;1;21;4;3;80;1;17;2;3;7;7;7;7
